"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorRemoveBrackets record1Value","[0] SongNameComparatorRemoveBrackets record2Value","[0] SongNameComparatorRemoveBrackets record1PreprocessedValue","[0] SongNameComparatorRemoveBrackets record2PreprocessedValue","[0] SongNameComparatorRemoveBrackets similarity","[0] SongNameComparatorRemoveBrackets postproccesedSimilarity","[1] SongNameComparatorLevenshtein record1Value","[1] SongNameComparatorLevenshtein record2Value","[1] SongNameComparatorLevenshtein record1PreprocessedValue","[1] SongNameComparatorLevenshtein record2PreprocessedValue","[1] SongNameComparatorLevenshtein similarity","[1] SongNameComparatorLevenshtein postproccesedSimilarity","[2] SongArtistsComparatorToken record1Value","[2] SongArtistsComparatorToken record2Value","[2] SongArtistsComparatorToken record1PreprocessedValue","[2] SongArtistsComparatorToken record2PreprocessedValue","[2] SongArtistsComparatorToken similarity","[2] SongArtistsComparatorToken postproccesedSimilarity","[3] SongArtistsComparatorLevenshtein record1Value","[3] SongArtistsComparatorLevenshtein record2Value","[3] SongArtistsComparatorLevenshtein record1PreprocessedValue","[3] SongArtistsComparatorLevenshtein record2PreprocessedValue","[3] SongArtistsComparatorLevenshtein similarity","[3] SongArtistsComparatorLevenshtein postproccesedSimilarity","[4] SongAlbumComparatorMaxSim record1Value","[4] SongAlbumComparatorMaxSim record2Value","[4] SongAlbumComparatorMaxSim record1PreprocessedValue","[4] SongAlbumComparatorMaxSim record2PreprocessedValue","[4] SongAlbumComparatorMaxSim similarity","[4] SongAlbumComparatorMaxSim postproccesedSimilarity","[5] SongAlbumComparatorToken record1Value","[5] SongAlbumComparatorToken record2Value","[5] SongAlbumComparatorToken record1PreprocessedValue","[5] SongAlbumComparatorToken record2PreprocessedValue","[5] SongAlbumComparatorToken similarity","[5] SongAlbumComparatorToken postproccesedSimilarity"
"WekaMatchingRule","dbpedia_6970","musicbrainz_24136","0.001666684658250524",,"Someone Wake Me Up","Sooner Than Later","Someone Wake Me Up","Sooner Than Later","0.33333333333333337","0.33333333333333337","Someone Wake Me Up","Sooner Than Later","Someone Wake Me Up","Sooner Than Later","0.33333333333333337","0.33333333333333337","joe mcelderry","sixpence none the richer","joe mcelderry","sixpence none the richer","0.0","0.0","Joe McElderry","Sixpence None the Richer","Joe McElderry","Sixpence None the Richer","0.20833333333333337","0.20833333333333337","the chronicles of narnia: the voyage of the dawn treader,wide awake","lost in transition","the chronicles of narnia: the voyage of the dawn treader,wide awake","lost in transition","0.0","0.0","the chronicles of narnia: the voyage of the dawn treader,wide awake","lost in transition","the chronicles of narnia: the voyage of the dawn treader,wide awake","lost in transition","0.0","0.0"
"WekaMatchingRule","dbpedia_8244","musicbrainz_18375",,"0","When the Night Falls Quiet","In the Veins of Death Valley","When the Night Falls Quiet","In the Veins of Death Valley","0.2857142857142857","0.2857142857142857","When the Night Falls Quiet","In the Veins of Death Valley","When the Night Falls Quiet","In the Veins of Death Valley","0.2857142857142857","0.2857142857142857","birds of tokyo","birds of tokyo","birds of tokyo","birds of tokyo","1.0","1.0","Birds of Tokyo","Birds of Tokyo","Birds of Tokyo","Birds of Tokyo","1.0","1.0","march fires","birds of tokyo","march fires","birds of tokyo","0.0","0.0","march fires","birds of tokyo","march fires","birds of tokyo","0.0","0.0"
"WekaMatchingRule","dbpedia_5526","musicbrainz_7844","0.001666684658250524",,"The Rocky Road to Poland","The Portal","The Rocky Road to Poland","The Portal","0.33333333333333337","0.33333333333333337","The Rocky Road to Poland","The Portal","The Rocky Road to Poland","The Portal","0.33333333333333337","0.33333333333333337","damien dempsey","burzum","damien dempsey","burzum","0.0","0.0","Damien Dempsey","Burzum","Damien Dempsey","Burzum","0.0714285714285714","0.0714285714285714",,,,,,,"","the ways of yore","","the ways of yore","0.0","0.0"
"WekaMatchingRule","dbpedia_10693","musicbrainz_2978","9.900505877907476E-4",,"Stand Proud","Starts With Nothing","Stand Proud","Starts With Nothing","0.26315789473684215","0.26315789473684215","Stand Proud","Starts With Nothing","Stand Proud","Starts With Nothing","0.26315789473684215","0.26315789473684215","jin hashimoto","kaiser chiefs","jin hashimoto","kaiser chiefs","0.0","0.0","Jin Hashimoto","Kaiser Chiefs","Jin Hashimoto","Kaiser Chiefs","0.15384615384615385","0.15384615384615385",,,,,,,"","the future is medieval","","the future is medieval","0.0","0.0"
"WekaMatchingRule","dbpedia_188","musicbrainz_13423","4.835633178021515E-4",,"Linger ","Light Up the Night","Linger ","Light Up the Night","0.16666666666666663","0.16666666666666663","Linger (Guy Sebastian song)","Light Up the Night","Linger (Guy Sebastian song)","Light Up the Night","0.2962962962962963","0.2962962962962963","guy sebastian","symphony x","guy sebastian","symphony x","0.0","0.0","Guy Sebastian","Symphony X","Guy Sebastian","Symphony X","0.07692307692307687","0.07692307692307687","madness","iconoclast","madness","iconoclast","0.0","0.0","madness","iconoclast","madness","iconoclast","0.0","0.0"
"WekaMatchingRule","dbpedia_2526","musicbrainz_20512","0.0013779167127656612",,"Crush on You ","Cruel Mother","Crush on You ","Cruel Mother","0.3076923076923077","0.3076923076923077","Crush on You (Nero song)","Cruel Mother","Crush on You (Nero song)","Cruel Mother","0.29166666666666663","0.29166666666666663","nero","graham coxon","nero","graham coxon","0.0","0.0","Nero","Graham Coxon","Nero","Graham Coxon","0.08333333333333337","0.08333333333333337","welcome reality","shirley inspired...","welcome reality","shirley inspired...","0.0","0.0","welcome reality","shirley inspired...","welcome reality","shirley inspired...","0.0","0.0"
"WekaMatchingRule","dbpedia_3745","musicbrainz_32758","0.0014894612586122756",,"The High Road ","The Stutter Says a Lot","The High Road ","The Stutter Says a Lot","0.31818181818181823","0.31818181818181823","The High Road (Three Days Grace song)","The Stutter Says a Lot","The High Road (Three Days Grace song)","The Stutter Says a Lot","0.3783783783783784","0.3783783783783784","three days grace","saosin","three days grace","saosin","0.0","0.0","Three Days Grace","Saosin","Three Days Grace","Saosin","0.125","0.125","transit of venus","along the shadow","transit of venus","along the shadow","0.0","0.0","transit of venus","along the shadow","transit of venus","along the shadow","0.0","0.0"
"WekaMatchingRule","dbpedia_753","musicbrainz_14857","0.02754027515857441",,"Wasted ","Waste","Wasted ","Waste","0.7142857142857143","0.7142857142857143","Wasted (Tiësto song)","Waste","Wasted (Tiësto song)","Waste","0.25","0.25","tiësto","foster the people","tiësto","foster the people","0.0","0.0","Tiësto","Foster the People","Tiësto","Foster the People","0.17647058823529416","0.17647058823529416","a town called paradise","torches","a town called paradise","torches","0.0","0.0","a town called paradise","torches","a town called paradise","torches","0.0","0.0"
"WekaMatchingRule","dbpedia_762","musicbrainz_13026","7.933859303397422E-4",,"This Time ","The Planner's Dream Goes Wrong","This Time ","The Planner's Dream Goes Wrong","0.23333333333333328","0.23333333333333328","This Time (Pia Toscano song)","The Planner's Dream Goes Wrong","This Time (Pia Toscano song)","The Planner's Dream Goes Wrong","0.23333333333333328","0.23333333333333328","pia toscano","the jam","pia toscano","the jam","0.0","0.0","Pia Toscano","The Jam","Pia Toscano","The Jam","0.18181818181818177","0.18181818181818177",,,,,,,"","the gift","","the gift","0.0","0.0"
"WekaMatchingRule","dbpedia_1963","musicbrainz_18048","0.19140981373695762","0","Walking on Air ","Walking on Air ","Walking on Air ","Walking on Air ","1.0","1.0","Walking on Air (Anise K song)","Walking on Air (2015 surround mix)","Walking on Air (Anise K song)","Walking on Air (2015 surround mix)","0.5588235294117647","0.5588235294117647","ian thomas","king crimson","ian thomas","king crimson","0.0","0.0","Ian Thomas","King Crimson","Ian Thomas","King Crimson","0.25","0.25",,,,,,,"","thrak","","thrak","0.0","0.0"
"WekaMatchingRule","dbpedia_4936","musicbrainz_20261","0.030246384695660326",,"I Love It ","I Love You ","I Love It ","I Love You ","0.7272727272727273","0.7272727272727273","I Love It (Hilltop Hoods song)","I Love You (acoustic Quintet version)","I Love It (Hilltop Hoods song)","I Love You (acoustic Quintet version)","0.4054054054054054","0.4054054054054054","hilltop hoods","woodkid","hilltop hoods","woodkid","0.0","0.0","Hilltop Hoods","Woodkid","Hilltop Hoods","Woodkid","0.15384615384615385","0.15384615384615385","drinking from the sun","the golden age","drinking from the sun","the golden age","0.0","0.0","drinking from the sun","the golden age","drinking from the sun","the golden age","0.16666666666666666","0.16666666666666666"
"WekaMatchingRule","dbpedia_2160","musicbrainz_4940","0.0019276312611439556",,"They Got It Wrong","The Common Hours","They Got It Wrong","The Common Hours","0.3529411764705882","0.3529411764705882","They Got It Wrong","The Common Hours","They Got It Wrong","The Common Hours","0.3529411764705882","0.3529411764705882","lethal bizzle","i see stars","lethal bizzle","i see stars","0.0","0.0","Lethal Bizzle","I See Stars","Lethal Bizzle","I See Stars","0.07692307692307687","0.07692307692307687",,,,,,,"","phases","","phases","0.0","0.0"
"WekaMatchingRule","dbpedia_4620","musicbrainz_14254","0.008630436113592798",,"Love Sosa","Lost Saga","Love Sosa","Lost Saga","0.5555555555555556","0.5555555555555556","Love Sosa","Lost Saga","Love Sosa","Lost Saga","0.5555555555555556","0.5555555555555556","chief keef","stratovarius","chief keef","stratovarius","0.0","0.0","Chief Keef","Stratovarius","Chief Keef","Stratovarius","0.0","0.0","finally rich","eternal","finally rich","eternal","0.0","0.0","finally rich","eternal","finally rich","eternal","0.0","0.0"
"WekaMatchingRule","dbpedia_5583","musicbrainz_7416","0.002162135979736689",,"Money and the Power","Moments in Love ","Money and the Power","Moments in Love ","0.368421052631579","0.368421052631579","Money and the Power","Moments in Love (BBC live session)","Money and the Power","Moments in Love (BBC live session)","0.23529411764705888","0.23529411764705888","kid ink","art of noise","kid ink","art of noise","0.0","0.0","Kid Ink","Art of Noise","Kid Ink","Art of Noise","0.16666666666666663","0.16666666666666663","almost home","(who’s afraid of?) the art of noise!","almost home","(who’s afraid of?) the art of noise!","0.0","0.0","almost home","(who’s afraid of?) the art of noise!","almost home","(who’s afraid of?) the art of noise!","0.0","0.0"
"WekaMatchingRule","dbpedia_5584","musicbrainz_16754","4.53059576664048E-4",,"Show 'Em ","Shine On You Crazy Diamond, Parts I–V ","Show 'Em ","Shine On You Crazy Diamond, Parts I–V ","0.1578947368421053","0.1578947368421053","Show 'Em (What You're Made Of)","Shine On You Crazy Diamond, Parts I–V (2011 remastered version)","Show 'Em (What You're Made Of)","Shine On You Crazy Diamond, Parts I–V (2011 remastered version)","0.23809523809523814","0.23809523809523814","backstreet boys","pink floyd","backstreet boys","pink floyd","0.0","0.0","Backstreet Boys","Pink Floyd","Backstreet Boys","Pink Floyd","0.19999999999999996","0.19999999999999996","in a world like this","wish you were here","in a world like this","wish you were here","0.0","0.0","in a world like this","wish you were here","in a world like this","wish you were here","0.0","0.0"
"WekaMatchingRule","dbpedia_6984","musicbrainz_8062","8.050221729714613E-4",,"Reunion ","Record Doctor Dub","Reunion ","Record Doctor Dub","0.23529411764705888","0.23529411764705888","Reunion (ClariS song)","Record Doctor Dub","Reunion (ClariS song)","Record Doctor Dub","0.23809523809523814","0.23809523809523814","claris","saint etienne","claris","saint etienne","0.0","0.0","ClariS","Saint Etienne","ClariS","Saint Etienne","0.07692307692307687","0.07692307692307687","second story","words and music by saint etienne","second story","words and music by saint etienne","0.0","0.0","second story","words and music by saint etienne","second story","words and music by saint etienne","0.0","0.0"
"WekaMatchingRule","dbpedia_5877","musicbrainz_14596","7.784225187990598E-4",,"De Mil Amores","Death, the Great Adventure","De Mil Amores","Death, the Great Adventure","0.23076923076923073","0.23076923076923073","De Mil Amores","Death, the Great Adventure","De Mil Amores","Death, the Great Adventure","0.23076923076923073","0.23076923076923073","marco antonio solís","cradle of filth","marco antonio solís","cradle of filth","0.0","0.0","Marco Antonio Solís","Cradle of Filth","Marco Antonio Solís","Cradle of Filth","0.21052631578947367","0.21052631578947367","gracias por estar aquí","the manticore and other horrors","gracias por estar aquí","the manticore and other horrors","0.0","0.0","gracias por estar aquí","the manticore and other horrors","gracias por estar aquí","the manticore and other horrors","0.0","0.0"
"WekaMatchingRule","dbpedia_8509","musicbrainz_31641","5.046531165439268E-4",,"Elizabeth ","El altar del Dios desconocido","Elizabeth ","El altar del Dios desconocido","0.1724137931034483","0.1724137931034483","Elizabeth (song)","El altar del Dios desconocido","Elizabeth (song)","El altar del Dios desconocido","0.27586206896551724","0.27586206896551724","ghost","at the gates","ghost","at the gates","0.0","0.0","Ghost","At the Gates","Ghost","At the Gates","0.16666666666666663","0.16666666666666663","opus eponymous","at war with reality","opus eponymous","at war with reality","0.0","0.0","opus eponymous","at war with reality","opus eponymous","at war with reality","0.0","0.0"
"WekaMatchingRule","dbpedia_2874","musicbrainz_9305","9.61804645725715E-4",,"Gangnam Style","Garden of Earthly Delights ","Gangnam Style","Garden of Earthly Delights ","0.2592592592592593","0.2592592592592593","Gangnam Style","Garden of Earthly Delights (2015 stereo mix)","Gangnam Style","Garden of Earthly Delights (2015 stereo mix)","0.18181818181818177","0.18181818181818177","hyuna","xtc","hyuna","xtc","0.0","0.0","Hyuna","XTC","Hyuna","XTC","0.0","0.0","psy 6 (six rules), part 1","oranges & lemons","psy 6 (six rules), part 1","oranges & lemons","0.0","0.0","psy 6 (six rules), part 1","oranges & lemons","psy 6 (six rules), part 1","oranges & lemons","0.0","0.0"
"WekaMatchingRule","dbpedia_6761","musicbrainz_8463","0.0022702277172567944",,"The Negative One","The Other Boys","The Negative One","The Other Boys","0.375","0.375","The Negative One","The Other Boys","The Negative One","The Other Boys","0.375","0.375","slipknot","nile rodgers","slipknot","nile rodgers","0.0","0.0","Slipknot","Nile Rodgers","Slipknot","Nile Rodgers","0.08333333333333337","0.08333333333333337",".5: the gray chapter","collateral",".5: the gray chapter","collateral","0.0","0.0",".5: the gray chapter","collateral",".5: the gray chapter","collateral","0.0","0.0"
"WekaMatchingRule","dbpedia_10552","musicbrainz_22544","0.0022702277172567944",,"White Iverson","What Time Is It?","White Iverson","What Time Is It?","0.375","0.375","White Iverson","What Time Is It?","White Iverson","What Time Is It?","0.375","0.375","post malone","spin doctors","post malone","spin doctors","0.0","0.0","Post Malone","Spin Doctors","Post Malone","Spin Doctors","0.16666666666666663","0.16666666666666663",,,,,,,"","pocket full of kryptonite","","pocket full of kryptonite","0.0","0.0"
"WekaMatchingRule","dbpedia_2283","musicbrainz_29933","0.0012458574621582326",,"My Last","My Heart Explodes","My Last","My Heart Explodes","0.2941176470588235","0.2941176470588235","My Last","My Heart Explodes","My Last","My Heart Explodes","0.2941176470588235","0.2941176470588235","big sean","bowling for soup","big sean","bowling for soup","0.0","0.0","Big Sean","Bowling for Soup","Big Sean","Bowling for Soup","0.3125","0.3125","finally famous","bowling for soup presents: one big happy!","finally famous","bowling for soup presents: one big happy!","0.0","0.0","finally famous","bowling for soup presents: one big happy!","finally famous","bowling for soup presents: one big happy!","0.0","0.0"
"WekaMatchingRule","dbpedia_2551","musicbrainz_19548","0.001331057410352023",,"The Mephistopheles of Los Angeles","The Red and the Black","The Mephistopheles of Los Angeles","The Red and the Black","0.303030303030303","0.303030303030303","The Mephistopheles of Los Angeles","The Red and the Black","The Mephistopheles of Los Angeles","The Red and the Black","0.303030303030303","0.303030303030303","marilyn manson","iron maiden","marilyn manson","iron maiden","0.0","0.0","Marilyn Manson","Iron Maiden","Marilyn Manson","Iron Maiden","0.4285714285714286","0.4285714285714286","the pale emperor","the book of souls","the pale emperor","the book of souls","0.0","0.0","the pale emperor","the book of souls","the pale emperor","the book of souls","0.16666666666666666","0.16666666666666666"
"WekaMatchingRule","dbpedia_4310","musicbrainz_10763","0.0012661672843401193",,"Started with a Song ","Staircase at the University","Started with a Song ","Staircase at the University","0.2962962962962963","0.2962962962962963","Started with a Song (song)","Staircase at the University","Started with a Song (song)","Staircase at the University","0.2592592592592593","0.2592592592592593","brett kissel","morrissey","brett kissel","morrissey","0.0","0.0","Brett Kissel","Morrissey","Brett Kissel","Morrissey","0.33333333333333337","0.33333333333333337","started with a song","world peace is none of your business","started with a song","world peace is none of your business","0.0","0.0","started with a song","world peace is none of your business","started with a song","world peace is none of your business","0.0","0.0"
"WekaMatchingRule","dbpedia_5835","musicbrainz_33369","0.0014279663201672934",,"The Story of Us ","That's Too Bad","The Story of Us ","That's Too Bad","0.3125","0.3125","The Story of Us (song)","That's Too Bad","The Story of Us (song)","That's Too Bad","0.2272727272727273","0.2272727272727273","taylor swift","my morning jacket","taylor swift","my morning jacket","0.0","0.0","Taylor Swift","My Morning Jacket","Taylor Swift","My Morning Jacket","0.23529411764705888","0.23529411764705888","speak now","it still moves (deluxe reissue)","speak now","it still moves (deluxe reissue)","0.0","0.0","speak now","it still moves (deluxe reissue)","speak now","it still moves (deluxe reissue)","0.0","0.0"
"WekaMatchingRule","dbpedia_7833","musicbrainz_11329","0.0010161797631752395",,"Lightning Bolt ","Linger","Lightning Bolt ","Linger","0.2666666666666667","0.2666666666666667","Lightning Bolt (song)","Linger","Lightning Bolt (song)","Linger","0.19047619047619047","0.19047619047619047","jake bugg","the cranberries","jake bugg","the cranberries","0.0","0.0","Jake Bugg","The Cranberries","Jake Bugg","The Cranberries","0.1333333333333333","0.1333333333333333","jake bugg","roses,nothing compares to you","jake bugg","roses,nothing compares to you","0.0","0.0","jake bugg","roses,nothing compares to you","jake bugg","roses,nothing compares to you","0.0","0.0"
"WekaMatchingRule","dbpedia_9064","musicbrainz_31323","8.979052492629889E-4",,"Contrail ","Common Sense","Contrail ","Common Sense","0.25","0.25","Contrail (song)","Common Sense","Contrail (song)","Common Sense","0.33333333333333337","0.33333333333333337","namie amuro","wilco","namie amuro","wilco","0.0","0.0","Namie Amuro","Wilco","Namie Amuro","Wilco","0.18181818181818177","0.18181818181818177","feel","schmilco","feel","schmilco","0.0","0.0","feel","schmilco","feel","schmilco","0.0","0.0"
"WekaMatchingRule","dbpedia_2787","musicbrainz_10123","0.01097683282184995","0","This Is the Day ","This Ain’t My Day","This Is the Day ","This Ain’t My Day","0.5882352941176471","0.5882352941176471","This Is the Day (song)","This Ain’t My Day","This Is the Day (song)","This Ain’t My Day","0.40909090909090906","0.40909090909090906","manic street preachers","bowling for soup","manic street preachers","bowling for soup","0.0","0.0","Manic Street Preachers","Bowling for Soup","Manic Street Preachers","Bowling for Soup","0.09090909090909094","0.09090909090909094","soul mining,national treasures – the complete singles","fishin’ for woos","soul mining,national treasures – the complete singles","fishin’ for woos","0.0","0.0","soul mining,national treasures – the complete singles","fishin’ for woos","soul mining,national treasures – the complete singles","fishin’ for woos","0.0","0.0"
"WekaMatchingRule","dbpedia_2924","musicbrainz_33744","7.305515048156064E-4",,"The Ballad of Mona Lisa","There’s Gonna Be a Showdown","The Ballad of Mona Lisa","There’s Gonna Be a Showdown","0.2222222222222222","0.2222222222222222","The Ballad of Mona Lisa","There’s Gonna Be a Showdown","The Ballad of Mona Lisa","There’s Gonna Be a Showdown","0.2222222222222222","0.2222222222222222","panic! at the disco","you am i","panic! at the disco","you am i","0.0","0.0","Panic! at the Disco","You Am I","Panic! at the Disco","You Am I","0.21052631578947367","0.21052631578947367","vices & virtues","hourly, daily","vices & virtues","hourly, daily","0.0","0.0","vices & virtues","hourly, daily","vices & virtues","hourly, daily","0.0","0.0"
"WekaMatchingRule","dbpedia_11435","musicbrainz_26680","4.2725422696041483E-4",,"Rain ","Rapture of the Deep ","Rain ","Rapture of the Deep ","0.15000000000000002","0.15000000000000002","Rain (Yui song)","Rapture of the Deep (live)","Rain (Yui song)","Rapture of the Deep (live)","0.1923076923076923","0.1923076923076923","yui","deep purple","yui","deep purple","0.0","0.0","Yui","Deep Purple","Yui","Deep Purple","0.09090909090909094","0.09090909090909094","how crazy your love","now what?!","how crazy your love","now what?!","0.0","0.0","how crazy your love","now what?!","how crazy your love","now what?!","0.0","0.0"
"WekaMatchingRule","dbpedia_6903","musicbrainz_21123","4.835633178021515E-4",,"Apocalyptic ","A Pale Horse","Apocalyptic ","A Pale Horse","0.16666666666666663","0.16666666666666663","Apocalyptic (song)","A Pale Horse","Apocalyptic (song)","A Pale Horse","0.2777777777777778","0.2777777777777778","halestorm","the cult","halestorm","the cult","0.0","0.0","Halestorm","The Cult","Halestorm","The Cult","0.11111111111111116","0.11111111111111116","into the wild life","choice of weapon","into the wild life","choice of weapon","0.0","0.0","into the wild life","choice of weapon","into the wild life","choice of weapon","0.0","0.0"
"WekaMatchingRule","dbpedia_600","musicbrainz_28355","4.2141702490967555E-4",,"Balada ","Back to the Beginning Again","Balada ","Back to the Beginning Again","0.14814814814814814","0.14814814814814814","Balada (Gusttavo Lima song)","Back to the Beginning Again","Balada (Gusttavo Lima song)","Back to the Beginning Again","0.14814814814814814","0.14814814814814814","gusttavo lima","switchfoot","gusttavo lima","switchfoot","0.0","0.0","Gusttavo Lima","Switchfoot","Gusttavo Lima","Switchfoot","0.15384615384615385","0.15384615384615385","gusttavo lima e você","fading west","gusttavo lima e você","fading west","0.0","0.0","gusttavo lima e você","fading west","gusttavo lima e você","fading west","0.0","0.0"
"WekaMatchingRule","dbpedia_11022","musicbrainz_8927","0.001666684658250524",,"Charlemagne ","Chrchel","Charlemagne ","Chrchel","0.33333333333333337","0.33333333333333337","Charlemagne (song)","Chrchel","Charlemagne (song)","Chrchel","0.2222222222222222","0.2222222222222222","blossoms","master's hammer","blossoms","master's hammer","0.0","0.0","Blossoms","Master's Hammer","Blossoms","Master's Hammer","0.1333333333333333","0.1333333333333333","blossoms","vagus vetus","blossoms","vagus vetus","0.0","0.0","blossoms","vagus vetus","blossoms","vagus vetus","0.0","0.0"
"WekaMatchingRule","dbpedia_10235","musicbrainz_13969","0.0031937542877436224",,"Back It Up ","Back to the Family ","Back It Up ","Back to the Family ","0.42105263157894735","0.42105263157894735","Back It Up (Swami song)","Back to the Family (live, 1969-01-09: Stockholm Konserthuset, Stockholm, Sweden)","Back It Up (Swami song)","Back to the Family (live, 1969-01-09: Stockholm Konserthuset, Stockholm, Sweden)","0.1875","0.1875","swami","jethro tull","swami","jethro tull","0.0","0.0","Swami","Jethro Tull","Swami","Jethro Tull","0.0","0.0",,,,,,,"","stand up","","stand up","0.0","0.0"
"WekaMatchingRule","dbpedia_5069","musicbrainz_4195","0.006588846392494476","0","The Next Day ","The Informer","The Next Day ","The Informer","0.3076923076923077","0.3076923076923077","The Next Day (song)","The Informer","The Next Day (song)","The Informer","0.21052631578947367","0.21052631578947367","david bowie","david bowie","david bowie","david bowie","1.0","1.0","David Bowie","David Bowie","David Bowie","David Bowie","1.0","1.0","the next day","the next day extra","the next day","the next day extra","0.0","0.0","the next day","the next day extra","the next day","the next day extra","0.75","0.75"
"WekaMatchingRule","dbpedia_2394","musicbrainz_14354","0.0018860337181110997",,"The Show Must Go On ","The Looking Glass","The Show Must Go On ","The Looking Glass","0.35","0.35","The Show Must Go On (Queen song)","The Looking Glass","The Show Must Go On (Queen song)","The Looking Glass","0.25","0.25","celine dion","dream theater","celine dion","dream theater","0.0","0.0","Celine Dion","Dream Theater","Celine Dion","Dream Theater","0.07692307692307687","0.07692307692307687","innuendo","dream theater","innuendo","dream theater","0.0","0.0","innuendo","dream theater","innuendo","dream theater","0.0","0.0"
